file_name,domain,upload_date,like_count,dislike_count,view_count,average_rating,Artificial Intelligence,Internet
video_GwIo3gDZCVQ.vtt,Artificial Intelligence,20190922,60666,,3433536,,0.9433962264150944,0.05660377358490566
